,Class,Paths,Pixel
244,0,DATA/no/no 92.jpg,"[[[168 167 165]
  [  1   0   0]
  [ 24  23  21]
  ...
  [ 24  23  21]
  [ 26  25  23]
  [ 26  25  23]]

 [[ 26  25  23]
  [ 26  25  23]
  [ 26  25  23]
  ...
  [ 19  20  15]
  [ 20  21  16]
  [ 20  21  16]]

 [[ 21  22  17]
  [ 22  23  18]
  [ 23  24  19]
  ...
  [ 26  25  23]
  [ 26  25  23]
  [ 26  25  23]]

 ...

 [[ 61  61  63]
  [ 59  59  61]
  [ 58  58  60]
  ...
  [ 63  63  65]
  [ 63  63  65]
  [ 63  63  65]]

 [[ 64  64  66]
  [ 64  64  66]
  [ 58  58  60]
  ...
  [ 39  39  39]
  [ 50  50  50]
  [101 101 101]]

 [[138 138 138]
  [138 138 138]
  [ 98  98  98]
  ...
  [ 31  29  30]
  [ 34  32  33]
  [ 42  40  41]]]"
62,1,DATA/yes/Y195.JPG,"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 1  1  1]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]
  ...
  [ 5  5  5]
  [ 4  4  4]
  [ 4  4  4]]

 ...

 [[71 71 71]
  [69 69 69]
  [68 68 68]
  ...
  [ 8  8  8]
  [ 5  5  5]
  [ 4  4  4]]

 [[ 9  9  9]
  [26 26 26]
  [51 51 51]
  ...
  [80 80 80]
  [81 81 81]
  [82 82 82]]

 [[70 70 70]
  [41 41 41]
  [14 14 14]
  ...
  [69 69 69]
  [71 71 71]
  [72 72 72]]]"
236,0,DATA/no/no 5.jpeg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
47,1,DATA/yes/Y170.JPG,"[[[27 27 27]
  [27 27 27]
  [27 27 27]
  ...
  [27 27 27]
  [27 27 27]
  [27 27 27]]

 [[27 27 27]
  [27 27 27]
  [27 27 27]
  ...
  [27 27 27]
  [27 27 27]
  [27 27 27]]

 [[27 27 27]
  [27 27 27]
  [27 27 27]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [78 78 78]
  [79 79 79]
  [70 70 70]]

 [[75 75 75]
  [73 73 73]
  [74 74 74]
  ...
  [ 5  5  5]
  [ 8  8  8]
  [ 4  4  4]]

 [[ 0  0  0]
  [21 21 21]
  [42 42 42]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]]]"
90,1,DATA/yes/Y28.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 79  79  79]
  [114 114 114]
  [140 140 140]]

 [[139 139 139]
  [125 125 125]
  [ 91  91  91]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]"
211,0,DATA/no/N20.JPG,"[[[ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]
  ...
  [ 12  12  12]
  [ 13  13  13]
  [ 13  13  13]]

 [[ 12  12  12]
  [ 12  12  12]
  [ 11  11  11]
  ...
  [ 11  11  11]
  [ 10  10  10]
  [ 10  10  10]]

 ...

 [[ 81  81  81]
  [ 98  98  98]
  [106 106 106]
  ...
  [ 57  57  57]
  [ 50  50  50]
  [ 47  47  47]]

 [[ 50  50  50]
  [ 53  53  53]
  [ 36  36  36]
  ...
  [116 116 116]
  [112 112 112]
  [124 124 124]]

 [[139 139 139]
  [144 144 144]
  [140 140 140]
  ...
  [ 46  46  46]
  [ 36  36  36]
  [ 31  31  31]]]"
69,1,DATA/yes/Y242.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 74  74  74]
  [ 73  73  73]
  [ 73  73  73]
  ...
  [ 48  48  48]
  [ 62  62  62]
  [ 85  85  85]]

 [[119 119 119]
  [160 160 160]
  [175 175 175]
  ...
  [  8   8   8]
  [  7   7   7]
  [  4   4   4]]

 [[  3   3   3]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 79  79  79]
  [ 64  64  64]
  [ 31  31  31]]]"
111,1,DATA/yes/Y49.JPG,"[[[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 5  5  5]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 3  3  3]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[ 4  4  4]
  [ 0  0  0]
  [ 2  2  2]
  ...
  [ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 9  9  9]
  [ 5  5  5]
  [ 2  2  2]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 6  6  6]
  ...
  [ 7  7  7]
  [31 31 31]
  [91 91 91]]]"
72,1,DATA/yes/Y245.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 5  5  5]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [78 78 78]
  [77 77 77]
  [76 76 76]]

 [[74 74 74]
  [73 73 73]
  [71 71 71]
  ...
  [71 71 71]
  [66 66 66]
  [54 54 54]]

 [[37 37 37]
  [23 23 23]
  [29 29 29]
  ...
  [64 64 64]
  [63 63 63]
  [61 61 61]]]"
11,1,DATA/yes/Y109.JPG,"[[[255 255 255]
  [253 253 253]
  [255 255 255]
  ...
  [253 253 253]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [253 253 253]
  ...
  [255 255 255]
  [252 252 252]
  [255 255 255]]

 [[255 255 255]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [252 252 252]
  [235 235 235]]

 ...

 [[  9   9   9]
  [  8   8   8]
  [  5   5   5]
  ...
  [  4   4   4]
  [  4   4   4]
  [  8   8   8]]

 [[  7   7   7]
  [  9   9   9]
  [ 10  10  10]
  ...
  [  5   5   5]
  [  7   7   7]
  [  7   7   7]]

 [[  6   6   6]
  [ 10  10  10]
  [  7   7   7]
  ...
  [254 254 254]
  [  3   3   3]
  [  6   6   6]]]"
114,1,DATA/yes/Y52.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 63  66  69]
  [ 73  74  76]
  [ 77  77  76]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [102  94  88]
  [ 83  75  61]
  [ 41  20   8]]]"
103,1,DATA/yes/Y4.jpg,"[[[190 190 190]
  [110 110 110]
  [137 137 137]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[130 130 130]
  [127 127 127]
  [  2   2   2]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  1   1   1]
  [  9   9   9]
  ...
  [ 99  99  99]
  [ 81  81  81]
  [ 83  83  83]]]"
224,0,DATA/no/No17.jpg,"[[[0.03529412 0.03529412 0.03529412]
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  ...
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  [0.03529412 0.03529412 1.        ]]

 [[0.03529412 0.03529412 0.03529412]
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  ...
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03529412]
  [0.03529412 0.03529412 1.        ]]

 [[0.03529412 0.03529412 0.03529412]
  [1.         0.03529412 0.03529412]
  [0.03529412 1.         0.03137255]
  ...
  [1.         0.04313726 0.04313726]
  [0.04313726 1.         0.04313726]
  [0.04313726 0.04313726 1.        ]]

 ...

 [[0.49019608 0.49019608 0.49019608]
  [1.         0.5019608  0.5019608 ]
  [0.5019608  1.         0.47843137]
  ...
  [1.         0.04705882 0.04705882]
  [0.04705882 1.         0.04705882]
  [0.04705882 0.04705882 1.        ]]

 [[0.04705882 0.04705882 0.04705882]
  [1.         0.04705882 0.04705882]
  [0.04705882 1.         0.04705882]
  ...
  [1.         0.26666668 0.26666668]
  [0.26666668 1.         0.26666668]
  [0.26666668 0.26666668 1.        ]]

 [[0.26666668 0.26666668 0.26666668]
  [1.         0.26666668 0.26666668]
  [0.26666668 1.         0.27450982]
  ...
  [1.         0.05098039 0.05098039]
  [0.05098039 1.         0.05098039]
  [0.05098039 0.05098039 1.        ]]]"
105,1,DATA/yes/Y41.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  5   6   5]
  [  5   2   1]
  [  1   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   1]
  ...
  [ 13  11   8]
  [  6   2   2]
  [  0   0   0]]

 ...

 [[158 157 155]
  [150 144 139]
  [136 136 127]
  ...
  [  0   0   1]
  [  4   7   7]
  [  6   4   2]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 65  65  66]
  [ 67  67  68]
  [ 69  68  67]]

 [[ 66  66  66]
  [ 66  65  64]
  [ 63  63  64]
  ...
  [ 10   9   9]
  [  9   8   7]
  [  6   5   4]]]"
191,0,DATA/no/43 no.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
241,0,DATA/no/no 9.png,"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]"
164,0,DATA/no/19 no.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  2   2   2]
  [  3   3   3]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  2   2   2]
  [  7   7   7]
  [  9   9   9]
  ...
  [ 20  20  20]
  [ 18  18  18]
  [  0   0   0]]

 [[  0   0   0]
  [ 15  15  15]
  [  0   0   0]
  ...
  [110 110 110]
  [113 113 113]
  [127 127 127]]

 [[122 122 122]
  [ 14  14  14]
  [  0   0   0]
  ...
  [ 59  59  59]
  [ 71  71  71]
  [ 91  91  91]]]"
137,1,DATA/yes/Y78.jpg,"[[[ 13  13  13]
  [ 13  13  13]
  [ 12  12  12]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[107 107 107]
  [103 103 103]
  [189 189 189]
  ...
  [208 208 208]
  [165 165 165]
  [102 102 102]]

 [[ 83  83  83]
  [ 83  83  83]
  [ 56  56  56]
  ...
  [ 88  88  88]
  [ 68  68  68]
  [ 85  85  85]]

 [[101 101 101]
  [ 71  71  71]
  [ 47  47  47]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]"
4,1,DATA/yes/Y102.jpg,"[[[ 12  12  12]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [ 16  16  16]
  [ 21  21  21]
  [ 25  25  25]]

 [[ 23  23  23]
  [ 24  24  24]
  [ 24  24  24]
  ...
  [ 12  12  12]
  [ 11  11  11]
  [ 11  11  11]]

 [[ 11  11  11]
  [ 11  11  11]
  [ 10  10  10]
  ...
  [ 12  12  12]
  [ 14  14  14]
  [ 16  16  16]]

 ...

 [[109 109 109]
  [109 109 109]
  [105 105 105]
  ...
  [ 50  50  50]
  [ 51  51  51]
  [ 52  52  52]]

 [[ 52  52  52]
  [ 51  51  51]
  [ 52  52  52]
  ...
  [ 34  34  34]
  [ 45  45  45]
  [ 62  62  62]]

 [[ 76  76  76]
  [ 84  84  84]
  [ 85  85  85]
  ...
  [157 157 157]
  [151 151 151]
  [144 144 144]]]"
30,1,DATA/yes/Y155.JPG,"[[[ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]
  ...
  [ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]]

 [[ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]
  ...
  [  2   2   2]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  1   1   1]
  [  2   2   2]]

 ...

 [[136 136 136]
  [104 104 104]
  [101 101 101]
  ...
  [249 249 249]
  [250 250 250]
  [252 252 252]]

 [[254 254 254]
  [254 254 254]
  [252 252 252]
  ...
  [ 80  80  80]
  [ 87  87  87]
  [ 90  90  90]]

 [[ 91  91  91]
  [ 94  94  94]
  [102 102 102]
  ...
  [116 116 116]
  [123 123 123]
  [123 123 123]]]"
167,0,DATA/no/21 no.jpg,"[[[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]]

 ...

 [[10 10 10]
  [ 9  9  9]
  [ 8  8  8]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 5  5  5]
  [ 6  6  6]
  [ 7  7  7]]

 [[ 8  8  8]
  [ 8  8  8]
  [10 10 10]
  ...
  [94 94 94]
  [85 85 85]
  [71 71 71]]]"
142,1,DATA/yes/Y85.JPG,"[[[53 53 53]
  [53 53 53]
  [53 53 53]
  ...
  [49 49 49]
  [50 50 50]
  [47 47 47]]

 [[47 47 47]
  [48 48 48]
  [47 47 47]
  ...
  [45 45 45]
  [45 45 45]
  [46 46 46]]

 [[47 47 47]
  [46 46 46]
  [46 46 46]
  ...
  [44 44 44]
  [44 44 44]
  [45 45 45]]

 ...

 [[47 47 47]
  [50 50 50]
  [57 57 57]
  ...
  [40 40 40]
  [40 40 40]
  [43 43 43]]

 [[40 40 40]
  [40 40 40]
  [39 39 39]
  ...
  [37 37 37]
  [39 39 39]
  [40 40 40]]

 [[39 39 39]
  [39 39 39]
  [41 41 41]
  ...
  [40 40 40]
  [39 39 39]
  [39 39 39]]]"
173,0,DATA/no/27 no.jpg,"[[[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [ 94  94  94]
  [101 101 101]
  [100 100 100]]

 [[102 102 102]
  [111 111 111]
  [117 117 117]
  ...
  [105 105 105]
  [ 92  92  92]
  [ 70  70  70]]

 [[ 42  42  42]
  [ 29  29  29]
  [ 40  40  40]
  ...
  [104 104 104]
  [100 100 100]
  [ 96  96  96]]]"
150,1,DATA/yes/Y95.jpg,"[[[36 36 36]
  [18 18 18]
  [16 16 16]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 ...

 [[ 3  3  3]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[20 20 20]
  [18 18 18]
  [ 0  0  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [43 43 43]
  [72 72 72]
  [53 53 53]]]"
162,0,DATA/no/17 no.jpg,"[[[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 ...

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [ 94  94  94]
  [101 101 101]
  [100 100 100]]

 [[102 102 102]
  [111 111 111]
  [117 117 117]
  ...
  [105 105 105]
  [ 92  92  92]
  [ 70  70  70]]

 [[ 42  42  42]
  [ 29  29  29]
  [ 40  40  40]
  ...
  [104 104 104]
  [100 100 100]
  [ 96  96  96]]]"
155,0,DATA/no/1 no.jpeg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 43  37  37]
  [ 43  46  42]
  [ 38  38  43]
  ...
  [ 52  50  52]
  [ 53  53  51]
  [ 51  58  60]]

 [[ 58  53  52]
  [ 51  52  55]
  [ 59  60  58]
  ...
  [  2  14  54]
  [ 99 122 116]
  [ 87  55  34]]

 [[ 21  14  10]
  [  6   6   6]
  [  5   3   2]
  ...
  [  1   0   4]
  [  8  10  10]
  [  9   8   7]]]"
138,1,DATA/yes/Y79.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  6   6   6]
  ...
  [116 116 116]
  [113 113 113]
  [111 111 111]]

 [[110 110 110]
  [112 112 112]
  [114 114 114]
  ...
  [ 77  77  77]
  [ 79  79  79]
  [ 80  80  80]]

 [[ 82  82  82]
  [ 77  77  77]
  [ 69  69  69]
  ...
  [ 93  93  93]
  [ 93  93  93]
  [ 94  94  94]]]"
33,1,DATA/yes/Y158.JPG,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  4   4   4]
  [  4   4   4]
  [  3   3   3]]

 [[  3   3   3]
  [  3   3   3]
  [  2   2   2]
  ...
  [  3   3   3]
  [  3   3   3]
  [  1   1   1]]

 [[  1   1   1]
  [  2   2   2]
  [  3   3   3]
  ...
  [  2   2   2]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 77  77  77]
  [ 73  73  73]
  [ 69  69  69]
  ...
  [ 83  83  83]
  [ 79  79  79]
  [ 80  80  80]]

 [[ 83  83  83]
  [ 86  86  86]
  [ 88  88  88]
  ...
  [ 96  96  96]
  [ 99  99  99]
  [ 99  99  99]]

 [[101 101 101]
  [104 104 104]
  [104 104 104]
  ...
  [ 86  86  86]
  [ 84  84  84]
  [ 83  83  83]]]"
124,1,DATA/yes/Y62.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[65 68 56]
  [57 60 64]
  [64 60 57]
  ...
  [61 65 64]
  [62 59 57]
  [56 57 59]]

 [[64 63 63]
  [63 65 65]
  [65 64 62]
  ...
  [64 67 68]
  [67 64 62]
  [60 59 60]]

 [[61 62 61]
  [62 64 66]
  [57 57 56]
  ...
  [59 59 58]
  [60 62 59]
  [61 63 61]]]"
85,1,DATA/yes/Y257.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [42 42 42]
  [48 48 48]
  [50 50 50]]

 [[49 49 49]
  [46 46 46]
  [42 42 42]
  ...
  [52 52 52]
  [53 53 53]
  [54 54 54]]

 [[57 57 57]
  [61 61 61]
  [65 65 65]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]"
9,1,DATA/yes/Y107.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[74 74 74]
  [73 73 73]
  [69 69 69]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [94 94 94]
  [93 93 93]
  [86 86 86]]

 [[78 78 78]
  [76 76 76]
  [72 72 72]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]"
